name,value
Description_Softwares,Visual C++ IDE x64 Package
IdentifyingNumber_Softwares,{60DED060-0B6B-3CC1-B955-D0CD401F0FBA}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{60DED060-0B6B-3CC1-B955-D0CD401F0FBA}v14.0.25420\packages\VisualC_D14\VC_IDE.x64\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359cea.msi
Name_Softwares,Visual C++ IDE x64 Package
PackageCache_Softwares,C:\Windows\Installer\12359cea.msi
PackageCode_Softwares,{6FABED12-59BC-4CB5-8251-3D4101A47883}
PackageName_Softwares,VC_IDE.x64.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.25420
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Compiler/Tools Premium X86 Native Package
Description_Softwares,Visual C++ Compiler/Tools Premium X86 Native Package
IdentifyingNumber_Softwares,{C6543160-57E4-3BF7-97CB-36B00057F4A8}
InstallDate_Softwares,20170208
InstallSource_Softwares,C:\ProgramData\Package Cache\{C6543160-57E4-3BF7-97CB-36B00057F4A8}v14.0.24210\packages\VisualC_D14\VC_PremTools.X86.Nat\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\11fcfdda.msi
Name_Softwares,Visual C++ Compiler/Tools Premium X86 Native Package
PackageCache_Softwares,C:\Windows\Installer\11fcfdda.msi
PackageCode_Softwares,{0D7A4531-0AA4-4E33-B83E-BD4047134519}
PackageName_Softwares,VC_PremTools.X86.Nat.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.24210
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Professional Templates Resource Package
Description_Softwares,Visual C++ Professional Templates Resource Package
IdentifyingNumber_Softwares,{2598D260-543F-3C4F-B5F6-675742B2F6EB}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{2598D260-543F-3C4F-B5F6-675742B2F6EB}v14.0.25420\packages\VisualC_D14\VC_Templates.Pro.Res\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359db0.msi
Name_Softwares,Visual C++ Professional Templates Resource Package
PackageCache_Softwares,C:\Windows\Installer\12359db0.msi
PackageCode_Softwares,{9AF1BE9F-BB2A-40F5-80DC-D6FE59BDFC96}
PackageName_Softwares,VC_Templates.Pro.Res.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.25420
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft Visual Studio Community 2015
Description_Softwares,Microsoft Visual Studio Community 2015
IdentifyingNumber_Softwares,{DE064F60-6522-3310-9665-B5E3E78B3638}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{DE064F60-6522-3310-9665-B5E3E78B3638}v14.0.23107\packages\communitycore\Setup\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\11f7131b.msi
Name_Softwares,Microsoft Visual Studio Community 2015
PackageCache_Softwares,C:\Windows\Installer\11f7131b.msi
PackageCode_Softwares,{4CCB2524-FCB2-461B-9530-CF2737B95732}
PackageName_Softwares,vs_communitycore.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.23107
WordCount_Softwares,0
AssignmentType_Softwares,1
Caption_Softwares,Azure AD Authentication Connected Service
Description_Softwares,Azure AD Authentication Connected Service
IdentifyingNumber_Softwares,{8A1AD070-269F-4A15-AAB5-76AB896EF195}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{8A1AD070-269F-4A15-AAB5-76AB896EF195}v14.0.25420\packages\AuthenticationConnectedServices\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a30547.msi
Name_Softwares,Azure AD Authentication Connected Service
PackageCache_Softwares,C:\Windows\Installer\12a30547.msi
PackageCode_Softwares,{AEE98849-565D-4BA9-B8FD-CA017E3CBF49}
PackageName_Softwares,AuthenticationConnectedServices_VisualStudio14.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.25420
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Compiler/Tools Premium X86 Base Package
Description_Softwares,Visual C++ Compiler/Tools Premium X86 Base Package
IdentifyingNumber_Softwares,{0CA72C70-73EF-3B1A-8F12-D865C8E97739}
InstallDate_Softwares,20170208
InstallSource_Softwares,C:\ProgramData\Package Cache\{0CA72C70-73EF-3B1A-8F12-D865C8E97739}v14.0.24210\packages\VisualC_D14\VC_PremTools.X86.Base\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\11fcfdd4.msi
Name_Softwares,Visual C++ Compiler/Tools Premium X86 Base Package
PackageCache_Softwares,C:\Windows\Installer\11fcfdd4.msi
PackageCode_Softwares,{25626334-0C2A-44D8-AC07-1773110B3876}
PackageName_Softwares,VC_PremTools.X86.Base.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.24210
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Windows Software Development Kit for Windows Store Apps
Description_Softwares,Windows Software Development Kit for Windows Store Apps
IdentifyingNumber_Softwares,{37464E70-B0B9-9DFF-649A-CBE169BAD657}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{37464E70-B0B9-9DFF-649A-CBE169BAD657}v8.100.25984\packages\Win81_SDK\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a303b0.msi
Name_Softwares,Windows Software Development Kit for Windows Store Apps
PackageCache_Softwares,C:\Windows\Installer\12a303b0.msi
PackageCode_Softwares,{B548B5E0-9F11-49B3-867A-6F019CA354EB}
PackageName_Softwares,Windows Software Development Kit for Windows Store Apps-x86_en-us.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,8.100.26936
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Blend for Visual Studio SDK for .NET 4.5
Description_Softwares,Blend for Visual Studio SDK for .NET 4.5
HelpLink_Softwares,http://go.microsoft.com/fwlink/?LinkID=75066
IdentifyingNumber_Softwares,{37E53780-3944-4A6A-842F-727128E8616E}
InstallDate_Softwares,20170209
InstallLocation_Softwares,C:\Program Files (x86)\Microsoft Visual Studio 11.0\Blend\
InstallSource_Softwares,C:\ProgramData\Package Cache\{37E53780-3944-4A6A-842F-727128E8616E}v3.0.40218.0\packages\BlendWPF45SDK\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359fba.msi
Name_Softwares,Blend for Visual Studio SDK for .NET 4.5
PackageCache_Softwares,C:\Windows\Installer\12359fba.msi
PackageCode_Softwares,{0ACF971B-673C-4F3A-94C9-A4AC1980E636}
PackageName_Softwares,BlendWPFSDK.msi
URLInfoAbout_Softwares,http://go.microsoft.com/fwlink/?LinkID=75064
Vendor_Softwares,Microsoft Corporation
Version_Softwares,3.0.40218.0
WordCount_Softwares,0
AssignmentType_Softwares,1
Caption_Softwares,Microsoft .NET Framework 4.6.1 SDK
Description_Softwares,Microsoft .NET Framework 4.6.1 SDK
IdentifyingNumber_Softwares,{2F0ECC80-B9E4-4485-8083-CD32F22ABD92}
InstallDate_Softwares,20170208
InstallSource_Softwares,C:\ProgramData\Package Cache\{2F0ECC80-B9E4-4485-8083-CD32F22ABD92}v4.6.01055\packages\netfxsdk\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\11c37bc4.msi
Name_Softwares,Microsoft .NET Framework 4.6.1 SDK
PackageCache_Softwares,C:\Windows\Installer\11c37bc4.msi
PackageCode_Softwares,{71151E9A-A9C2-4EB4-9382-4527D6F65336}
PackageName_Softwares,sdk_tools461.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,4.6.01055
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Universal CRT Extension SDK
Description_Softwares,Universal CRT Extension SDK
IdentifyingNumber_Softwares,{284FA9A0-CEDD-81D3-5A19-5858E95FD0C4}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{284FA9A0-CEDD-81D3-5A19-5858E95FD0C4}v10.0.10150\packages\Win10_UniversalCRTSDK\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\129793a4.msi
Name_Softwares,Universal CRT Extension SDK
PackageCache_Softwares,C:\Windows\Installer\129793a4.msi
PackageCode_Softwares,{CDBD1B9A-3B20-4DF2-9145-6E8E20FD7022}
PackageName_Softwares,Universal CRT Extension SDK-x86_en-us.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,10.0.10150
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft XNA Framework Redistributable 4.0
Description_Softwares,Microsoft XNA Framework Redistributable 4.0
IdentifyingNumber_Softwares,{2BFC7AA0-544C-4E3A-8796-67F3BE655BE9}
InstallDate_Softwares,20170103
InstallSource_Softwares,C:\Users\baruc\AppData\Local\Temp\is-BDV3H.tmp\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\d97c69.msi
Name_Softwares,Microsoft XNA Framework Redistributable 4.0
PackageCache_Softwares,C:\Windows\Installer\d97c69.msi
PackageCode_Softwares,{DC84B1CC-8305-4856-B0CB-96DBD0DE375A}
PackageName_Softwares,xnafx40_redist.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,4.0.20823.0
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Windows Phone SDK 8.0 Assemblies
Description_Softwares,Windows Phone SDK 8.0 Assemblies
IdentifyingNumber_Softwares,{DC8FA8B0-9EBA-38F2-934D-001BD21EACB6}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{DC8FA8B0-9EBA-38F2-934D-001BD21EACB6}v12.0.31101\packages\CoreConD12\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359f01.msi
Name_Softwares,Windows Phone SDK 8.0 Assemblies
PackageCache_Softwares,C:\Windows\Installer\12359f01.msi
PackageCode_Softwares,{B0CACC49-BB3B-46B2-8A65-CD0B74E98BF9}
PackageName_Softwares,MobileTools_WPSDKCore_net.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,12.0.31101
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Windows Runtime Intellisense Content - en-us
Description_Softwares,Windows Runtime Intellisense Content - en-us
IdentifyingNumber_Softwares,{0610DFB0-CCEA-6EC0-E3C3-A0160AD7FD98}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{0610DFB0-CCEA-6EC0-E3C3-A0160AD7FD98}v8.100.25984\packages\Win81_SDK\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a303dc.msi
Name_Softwares,Windows Runtime Intellisense Content - en-us
PackageCache_Softwares,C:\Windows\Installer\12a303dc.msi
PackageCode_Softwares,{F4B6A7F7-F3FC-4DB9-9458-4684D6D52DA5}
PackageName_Softwares,Windows Runtime Intellisense Content - en-us-x86_en-us.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,8.100.25984
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft Visual C++ 2013 x86-x64 Compilers
Description_Softwares,Microsoft Visual C++ 2013 x86-x64 Compilers
HelpLink_Softwares,http://go.microsoft.com/fwlink/?LinkId=133405
IdentifyingNumber_Softwares,{678800C0-D94E-4513-89CB-478F2B781A0B}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{678800C0-D94E-4513-89CB-478F2B781A0B}v12.0.21005\packages\vc_compilerCore86\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359dfb.msi
Name_Softwares,Microsoft Visual C++ 2013 x86-x64 Compilers
PackageCache_Softwares,C:\Windows\Installer\12359dfb.msi
PackageCode_Softwares,{CC9BFB44-9528-4B81-9FDB-32F40F58EC4D}
PackageName_Softwares,vc_compilercore86.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,12.0.21005
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Compiler/Tools Premium X86 ARM Cross Resource Package
Description_Softwares,Visual C++ Compiler/Tools Premium X86 ARM Cross Resource Package
IdentifyingNumber_Softwares,{5BADA2C0-99B6-3692-BAC0-AAD28392A91C}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{5BADA2C0-99B6-3692-BAC0-AAD28392A91C}v14.0.24210\packages\VisualC_D14\VC_PremTools.X86.ARM.Res\enu\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359d7a.msi
Name_Softwares,Visual C++ Compiler/Tools Premium X86 ARM Cross Resource Package
PackageCache_Softwares,C:\Windows\Installer\12359d7a.msi
PackageCode_Softwares,{9225B825-0431-4A09-883D-9183062F2EDE}
PackageName_Softwares,VC_PremTools.X86.ARM.Res.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.24210
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Windows Phone 8.1 Tools for Visual Studio Professional 2015
Description_Softwares,Windows Phone 8.1 Tools for Visual Studio Professional 2015
IdentifyingNumber_Softwares,{FB8764C0-2555-4BAB-8951-4035DF35C424}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{FB8764C0-2555-4BAB-8951-4035DF35C424}v14.0.25123\packages\PhoneAddon\ProfessionalCore\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359f96.msi
Name_Softwares,Windows Phone 8.1 Tools for Visual Studio Professional 2015
PackageCache_Softwares,C:\Windows\Installer\12359f96.msi
PackageCode_Softwares,{7B36952C-DB41-4837-A547-0CD27C25C777}
PackageName_Softwares,phoneaddon_professionalcore.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.25123
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft ASP.NET MVC 4 - Visual Studio 2015 - ENU
Description_Softwares,Microsoft ASP.NET MVC 4 - Visual Studio 2015 - ENU
IdentifyingNumber_Softwares,{44A100D0-C1AE-4BB7-A0CC-AA60B7566681}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{44A100D0-C1AE-4BB7-A0CC-AA60B7566681}v4.1.41102.0\packages\WPT\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a305cb.msi
Name_Softwares,Microsoft ASP.NET MVC 4 - Visual Studio 2015 - ENU
PackageCache_Softwares,C:\Windows\Installer\12a305cb.msi
PackageCode_Softwares,{0194DAC6-364A-4056-A3DC-2C52A9F2BC71}
PackageName_Softwares,AspNetMVC4VS2015Tools_ENU.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,4.1.41102.0
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Compiler/Tools X64 ARM Cross Resource Package
Description_Softwares,Visual C++ Compiler/Tools X64 ARM Cross Resource Package
IdentifyingNumber_Softwares,{B26170D0-9490-3187-9775-43E5306F2B68}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{B26170D0-9490-3187-9775-43E5306F2B68}v14.0.24210\packages\VisualC_D14\VC_Tools.X64.ARM.Res\enu\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359d2c.msi
Name_Softwares,Visual C++ Compiler/Tools X64 ARM Cross Resource Package
PackageCache_Softwares,C:\Windows\Installer\12359d2c.msi
PackageCode_Softwares,{1B3262F4-6C6F-4608-8555-523DDDF3064E}
PackageName_Softwares,VC_Tools.X64.ARM.Res.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.24210
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Compiler/Tools Premium X64 X86 Cross Resource Package
Description_Softwares,Visual C++ Compiler/Tools Premium X64 X86 Cross Resource Package
IdentifyingNumber_Softwares,{22ABA0D0-D3C6-3575-97FC-6CF58F317A9D}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{22ABA0D0-D3C6-3575-97FC-6CF58F317A9D}v14.0.24210\packages\VisualC_D14\VC_PremTools.X64.X86.Res\enu\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359d74.msi
Name_Softwares,Visual C++ Compiler/Tools Premium X64 X86 Cross Resource Package
PackageCache_Softwares,C:\Windows\Installer\12359d74.msi
PackageCode_Softwares,{B72E5228-C402-44D2-B13A-35EFC9537829}
PackageName_Softwares,VC_PremTools.X64.X86.Res.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.24210
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ IDE Core Package
Description_Softwares,Visual C++ IDE Core Package
IdentifyingNumber_Softwares,{81B64FE0-5DC1-35D4-A51E-AD11803C520C}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{81B64FE0-5DC1-35D4-A51E-AD11803C520C}v14.0.25431\packages\VisualC_D14\VC_IDE.Core\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12e5e5c6.msi
Name_Softwares,Visual C++ IDE Core Package
PackageCache_Softwares,C:\Windows\Installer\12e5e5c6.msi
PackageCode_Softwares,{920AD90D-40BD-43C1-BF62-F69BD41272B6}
PackageName_Softwares,VC_IDE.Core.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.25431
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft SQL Server 2014 Transact-SQL ScriptDom 
Description_Softwares,Microsoft SQL Server 2014 Transact-SQL ScriptDom 
HelpLink_Softwares,http://search.microsoft.com
IdentifyingNumber_Softwares,{020CDFE0-C127-4047-B571-37C82396B662}
InstallDate_Softwares,20170208
InstallSource_Softwares,C:\ProgramData\Package Cache\{020CDFE0-C127-4047-B571-37C82396B662}v12.0.2000.8\packages\SqlDom_amd64\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\11d1fd68.msi
Name_Softwares,Microsoft SQL Server 2014 Transact-SQL ScriptDom 
PackageCache_Softwares,C:\Windows\Installer\11d1fd68.msi
PackageCode_Softwares,{E9CFE2AC-7298-4B52-A5AE-3C22785F07BD}
PackageName_Softwares,SqlDom.msi
ProductID_Softwares,none
RegOwner_Softwares,þþîùúîù Windows
Vendor_Softwares,Microsoft Corporation
Version_Softwares,12.0.2000.8
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft .NET Framework 4.5 Multi-Targeting Pack
Description_Softwares,Microsoft .NET Framework 4.5 Multi-Targeting Pack
IdentifyingNumber_Softwares,{56E962F0-4FB0-3C67-88DB-9EAA6EEFC493}
InstallDate_Softwares,20170208
InstallSource_Softwares,C:\ProgramData\Package Cache\{56E962F0-4FB0-3C67-88DB-9EAA6EEFC493}v4.5.50710\packages\NetFxDTP\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\11d1fd2d.msi
Name_Softwares,Microsoft .NET Framework 4.5 Multi-Targeting Pack
PackageCache_Softwares,C:\Windows\Installer\11d1fd2d.msi
PackageCode_Softwares,{BFC46186-1982-4480-858A-202C78405AE4}
PackageName_Softwares,NetFx45_DTP.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,4.5.50710
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Compiler/Tools X64 ARM Cross Package
Description_Softwares,Visual C++ Compiler/Tools X64 ARM Cross Package
IdentifyingNumber_Softwares,{5CC47701-1421-32CC-9A9D-F2C82779382F}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{5CC47701-1421-32CC-9A9D-F2C82779382F}v14.0.24210\packages\VisualC_D14\VC_Tools.X64.ARM\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\11fcfd80.msi
Name_Softwares,Visual C++ Compiler/Tools X64 ARM Cross Package
PackageCache_Softwares,C:\Windows\Installer\11fcfd80.msi
PackageCode_Softwares,{6B590433-01B2-4801-8347-ED214061ACA4}
PackageName_Softwares,VC_Tools.X64.ARM.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.24210
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,VS Update core components
Description_Softwares,VS Update core components
IdentifyingNumber_Softwares,{B2918D01-1D89-34D3-87EF-A28121BC6EB7}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{B2918D01-1D89-34D3-87EF-A28121BC6EB7}v14.0.25431\packages\vsupdate_core\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12e5e4b7.msi
Name_Softwares,VS Update core components
PackageCache_Softwares,C:\Windows\Installer\12e5e4b7.msi
PackageCode_Softwares,{116EDDED-5453-438C-A9F5-2F1282268CCB}
PackageName_Softwares,vsupdate_core.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.25431
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft Visual Studio Team Foundation Server 2015 Update 3 CTP1 Office Integration Language Pack (x64) - ENU
